"price","date","bedrooms","bathrooms","sqft","floors","waterfront","yr_built","yr_renovated"
1131000,188,3,2.25,2790,1,0,2006,0
320000,187,3,1,1560,1,0,1948,0
260000,468,2,1,1550,1.5,0,1920,0
225000,176,3,2,1700,1,0,1945,0
279200,259,1,1,640,1,0,1939,0
520000,139,4,3.5,2680,2,0,1942,2014
505000,175,3,2.5,1860,2,0,1987,0
234000,125,3,1.75,1490,1,0,1975,0
503000,271,4,2.5,2470,2,0,2005,0
606000,217,4,2.25,2390,1,0,1979,0
433500,203,3,1,1230,1,0,1937,0
250000,387,3,1.5,2840,1,0,1951,0
719000,216,3,2.5,2120,2,0,1984,0
381000,343,3,2,1770,1,0,1959,0
267000,147,3,2.5,2495,2,0,2007,0
275000,141,1,0.75,1170,1,0,1962,0
651000,132,4,2.5,2740,2,0,1993,0
439000,399,2,1,1050,1,0,1949,0
325000,409,2,1,1130,1,0,1955,0
490000,121,2,1,880,1,0,1938,1994
519900,279,4,2.5,2403,2,0,1999,0
545000,203,4,2.75,3410,2,0,1984,0
1062500,194,4,4,5320,2,0,2003,0
542000,133,4,1.75,1900,1,0,1955,0
465000,341,4,1.75,1810,2,0,1961,0
408000,454,2,2,1200,1,0,2006,0
292000,337,4,2.5,2060,2,0,2000,0
253000,126,3,1.75,1250,1,0,1994,0
280000,247,2,1,910,1,0,1942,0
658588,154,3,2.25,2560,2,0,1986,0
635000,349,4,2.25,1920,1,0,1969,0
439000,281,4,2.25,2240,2,0,1978,0
3e+05,217,3,2.5,1260,2,0,1999,0
345000,400,3,1.5,1360,1,0,1960,0
283500,223,4,2.25,2100,2,0,1978,0
425000,266,2,1,2110,1.5,0,1911,0
685000,442,3,1.75,2210,1,0,1974,0
750000,475,3,2.5,2360,2,0,1983,0
245000,470,4,1.5,1280,1,0,1960,0
585444,457,6,3.75,2740,1,0,1962,0
706000,259,4,2.5,2740,2,0,2009,0
445000,212,4,2,2630,1.5,0,1944,2009
241000,414,3,2,1650,1,0,1990,0
1175000,487,2,2.5,1770,2,1,1957,2004
530000,401,3,1,1500,1.5,0,1927,0
350000,425,3,1.5,1430,1,0,1948,0
1700000,469,4,3.75,3190,2,1,1999,0
389000,482,3,1,1280,1,0,1968,0
799000,308,4,2.75,2390,2,0,1945,0
1400000,215,4,2.5,4040,1,0,1951,0
340895,362,2,1,920,1,0,1947,0
780000,124,4,2.5,2730,2,0,1996,0
350000,337,2,1.5,1320,1,0,1993,0
470000,412,3,2.5,2620,2,0,1999,0
914600,392,4,3,3180,2,0,1985,0
354000,265,4,2.5,2900,2,0,2005,0
470000,421,5,2,1900,1.5,0,1920,0
715000,210,3,2,1760,1,0,1927,0
265000,279,2,1,760,1,0,1950,0
2537000,453,4,3,3710,2,0,1936,0
640000,226,3,1,1530,1,0,1950,0
290000,323,4,1.75,1990,2,0,1929,0
480000,132,5,4.75,3830,1,0,1976,0
535000,237,3,2,2040,1,0,1954,0
907000,240,3,1.75,2170,1,0,1965,0
459000,151,3,1.75,1620,1,0,1974,0
1355000,478,3,2.5,3600,1,0,1950,2007
264950,428,3,1.5,1470,1,0,1967,0
352950,310,3,1,1760,1.5,0,1900,0
491500,233,3,2.25,2230,1,0,1974,0
1229000,175,4,3.5,3770,2,0,1989,0
369500,460,3,1,1200,1,0,1952,0
566000,441,3,2.5,2090,2,0,2004,0
290000,236,3,2.25,1500,1,0,1968,0
5350000,467,5,5,8000,2,0,2009,0
180000,141,3,1,870,1,0,1969,2014
215000,223,2,1,1010,1,0,1944,0
302000,407,2,1,1010,1,0,1944,0
352500,464,3,1.75,1860,1,0,1986,0
235867,176,4,2,1330,1,0,1942,0
5e+05,197,3,2.25,1760,2,0,1978,0
382000,449,3,2.25,1800,2,0,1995,0
515000,476,5,2.5,1690,1.5,0,1930,0
250000,485,1,1,660,1,0,1919,0
672500,177,3,2.25,2400,1.5,0,1939,0
755000,294,3,2.25,3020,2,0,1989,0
707500,443,3,1,1500,2,0,1910,0
459000,237,4,2,1560,1,0,1924,0
140000,399,3,1,1090,1.5,0,1959,0
495000,222,2,1,970,1,0,1905,0
757000,132,3,3.25,3190,2,0,2007,0
765000,371,3,3.25,3190,2,0,2007,0
359000,261,4,1.5,1890,1,0,1955,0
440000,155,3,1,1050,1,0,1900,0
4e+05,148,4,1.5,1390,1,0,1965,0
652000,448,3,2,1700,1,0,1941,0
260000,149,3,1.75,1050,1,0,1980,0
1328000,474,5,3,3340,1,0,1964,1990
519500,415,4,2,1540,1,0,1964,0
650000,299,3,1,1710,1.5,0,1928,0
280000,447,4,2.25,2100,2,0,1978,0
515000,252,4,1.75,1730,1,0,1965,0
4e+05,441,3,2.25,1500,2,0,1986,0
652100,468,3,2.5,2380,2,0,2003,0
235000,173,6,3,2180,2,0,1980,0
701000,462,4,1.5,1840,2,0,1907,0
640000,174,4,2.5,2341,2,0,1997,0
455800,208,3,2.5,1690,2,0,2002,0
504750,351,3,2.5,2490,2,0,1993,0
483000,191,3,3,2440,2,0,1992,0
530000,363,3,0.75,920,1,1,1950,0
250000,191,2,1,1030,1,0,1956,0
229950,266,5,2.75,2000,1,0,1994,0
884744,203,4,3.5,4210,2,0,2001,0
514000,455,3,1.5,1610,1,0,1977,0
532000,490,3,2.25,1910,1,0,1977,0
423000,253,4,2.5,2660,2,0,2004,0
420000,237,2,1,820,1,0,1922,0
521000,313,3,1.75,1730,1,0,1988,0
577000,400,4,2.25,2360,2,0,1979,0
425000,271,3,1,970,1,0,1956,0
495000,303,4,2.5,2460,2,0,2004,0
340000,273,3,2.5,2690,2,0,1987,0
499950,265,3,3.5,1820,2,0,2014,0
1218000,439,4,3,3470,2,0,2014,0
720000,422,4,2.75,3370,1,0,1977,0
249000,435,3,1.5,1700,1,0,1970,0
206135,163,3,1,1340,1,0,1978,0
3e+05,278,5,2.75,2000,2,0,1968,0
612000,441,6,3,3840,1.5,0,1949,0
1102030,309,5,2.5,3890,2,0,1950,1990
230000,419,4,2,1220,1.5,0,1970,0
850000,488,3,1,2280,1,0,1936,0
355000,267,4,2.5,2770,1,0,1979,0
442000,173,4,2.5,2520,2,0,1990,0
399000,176,4,3,3060,2,0,2001,0
360000,309,4,2.5,2390,2,0,1999,0
390000,408,3,1.75,1320,1,0,1978,0
413000,441,5,2.5,2900,1,0,1977,0
190000,406,2,1,700,1,0,1951,0
432900,285,3,2.5,2210,2,0,1998,0
621138,147,3,2.25,2180,2,0,1986,0
270000,154,3,2.25,2080,1.5,0,2003,0
610000,373,4,2.25,2090,1,0,1980,0
5e+05,152,3,2,1720,1,0,1941,0
715000,218,4,2.25,2460,1,0,1968,0
264000,148,3,1.5,1470,1,0,1958,0
550000,239,3,1.75,1650,1.5,0,1901,0
337000,287,3,2,1690,1,0,1997,0
170000,497,3,1,970,1,0,1962,0
405000,240,4,2.5,2030,1,0,1972,0
775000,253,4,2.5,2540,1,0,1984,0
425000,236,3,2.25,1570,1,0,1983,0
713000,264,5,2.75,2580,2,0,1967,0
555000,306,5,2.5,2090,1,0,1966,0
810000,490,4,2.5,3260,2,0,2003,0
1250000,238,4,3.75,3830,2,0,1990,0
819000,174,3,3.5,2130,2,0,1908,0
409900,450,3,2.5,1690,2,0,2013,0
935000,180,2,2.5,1780,2,0,1974,0
657500,474,4,1.75,1620,1,0,1947,0
9e+05,482,6,3.75,4210,2,0,2008,0
932800,456,5,3.25,2980,2.5,0,1998,2007
391000,474,3,2,1490,1,0,1977,0
420000,363,4,2.5,2110,2,0,2000,0
1300000,327,6,3.5,6563,2,0,2002,0
415000,463,3,1.5,1510,1,0,1956,0
350000,420,3,1.75,1830,1,0,1946,0
375000,171,2,1,1230,2,0,1948,0
860000,320,3,1.75,2180,1,0,1947,0
495000,153,4,2.25,2220,1,0,1961,0
250000,468,4,2.25,1730,1,0,1962,0
365000,285,4,2.25,1990,1,0,1968,0
503000,126,3,2.75,1540,1,0,1980,0
150000,448,2,1,1100,1,0,1944,0
450000,280,4,1.75,1640,1,0,1912,0
355000,341,4,3,2590,2,0,2001,0
245000,290,3,2,1450,2,0,1972,0
265900,183,3,2,1180,1,0,1992,0
299000,328,4,2.5,1820,1,0,1975,0
957500,463,4,2.25,2360,2,0,1968,0
343000,250,3,1,1120,1,0,1972,0
307500,299,3,2.25,1646,2,0,1994,0
937500,369,5,3.75,4210,2,0,2004,0
610000,128,3,3,2480,1,0,1976,0
720000,259,3,1.5,1590,1,0,1952,0
610000,288,4,2,2130,1.5,0,1919,0
434500,454,3,1.75,1650,1,0,1967,0
602500,496,2,2.5,3090,1,0,1979,0
607010,321,4,2.5,2180,2,0,2002,0
610000,399,3,1,1800,1,0,1947,0
828500,261,4,2.5,3720,2,0,1983,0
199990,187,3,1,1100,1,0,1961,0
294000,455,3,1.75,1530,1,0,1987,0
789500,162,4,2.5,3010,2,0,2005,0
797000,407,3,3.5,3500,2,0,2008,0
539950,229,5,3,3100,2,0,2006,0
284950,446,4,1.5,2000,1,0,1962,0
776500,483,4,1.5,2290,1,0,1965,1987
525000,478,4,2.5,2400,1,0,1967,0
303000,479,3,2.5,1850,2,0,1999,0
722080,433,3,3.25,3680,2,0,1988,0
140000,177,3,1,1060,1,0,1959,0
235000,455,3,1,1060,1,0,1959,0
440000,323,3,1,1610,1.5,0,1903,1973
605000,198,3,1.75,2330,1.5,0,1940,0
380000,152,2,1,1210,1,0,1950,0
352000,175,4,1,1530,1,0,1925,0
420000,467,4,2.25,2270,1,0,1979,0
1175000,484,4,2,2590,2,0,1930,0
1375000,294,3,1.5,1850,1,0,1953,0
3e+05,268,3,1.5,1500,1.5,0,1933,0
1150000,315,4,3.25,4740,2,0,1990,0
453500,285,2,1.5,1710,1,0,1951,0
443500,286,3,2,1920,1,0,1972,0
332000,449,2,1,1150,1,0,1954,0
655000,450,3,2.5,2320,2,0,2004,0
475000,245,4,1,1420,1.5,0,1950,0
372500,296,3,1.75,1550,1,0,1988,0
1050000,146,4,2.5,2920,1,0,1921,2006
5e+05,153,3,1.75,1620,1,0,1945,0
9e+05,147,6,2.75,2300,1.5,0,1950,1985
327500,154,3,1,1070,1,0,1989,0
390000,460,3,1.75,1790,1,0,1913,1995
451101,377,2,1.5,1510,2,0,1985,0
455000,286,4,1,1340,1.5,0,1914,0
650000,181,4,2.5,3350,2,0,2004,0
895000,217,3,2.5,2500,2,0,1993,0
8e+05,449,4,2.25,2350,1,0,1952,0
703770,316,4,2.25,2550,2,0,1987,0
249950,225,3,1.75,1320,1,0,1968,0
512000,482,2,2,1270,1,0,1926,0
780000,490,5,2.5,3480,1,0,1972,0
336000,196,3,2.25,2820,2,0,1986,0
285000,233,3,2,2110,1.5,0,1955,0
229900,293,3,1.75,1100,1,0,1981,0
667500,469,4,3,1920,1.5,0,1931,0
378000,170,4,2.5,1890,1,0,1978,0
454000,247,3,2.5,2530,2,0,1991,0
537500,127,4,2.5,2550,2,0,2005,0
425000,245,3,1,1550,1.5,0,1926,0
290000,327,3,2,1760,1,0,1998,0
349500,181,3,2,1270,1,0,1963,0
370000,335,3,2.75,1250,2,0,2006,0
549500,432,3,1.75,1620,1,0,1961,0
245000,394,2,1,710,1,0,1942,0
208000,209,3,1.75,1070,1,0,1994,0
248000,353,4,2.25,2320,1,0,1966,0
610000,275,4,3.25,5450,1.5,0,1984,0
550000,455,4,2.5,1670,2,0,1999,0
750000,300,3,2.75,3010,2,0,2001,0
192000,302,2,1.75,1340,1,0,1940,0
169317,413,2,1,790,1,0,1908,0
1198000,181,4,3.5,3400,2.5,0,2008,0
880000,301,2,1,1530,1.5,0,1923,0
210000,167,1,1,930,1,0,1948,0
180500,371,3,1.5,1540,1,0,1973,0
540000,208,4,2,1990,2,0,1984,0
520000,174,3,1.75,2300,1,0,1984,0
177500,176,3,1.5,1220,1,0,1968,0
415000,308,3,1.75,2380,1,0,1956,0
495000,251,4,2.5,2020,1,0,1968,0
325000,427,3,2.25,1890,1,0,1966,0
440000,415,2,1.75,1330,1,0,1985,0
411000,203,3,1.75,1490,1,0,1959,0
810000,301,5,3.5,3550,2,0,1998,0
561750,288,5,1.75,2040,1,0,1962,0
835100,202,4,2.5,2380,1,0,1963,0
450000,243,3,2.25,1780,1,0,1985,0
238000,307,3,2.5,1650,2,0,2004,0
299000,338,3,1,1510,1,0,1974,0
570000,289,2,1,1100,1,0,1941,0
340000,154,3,1.75,2190,2,0,1978,0
450000,483,2,1.75,1760,1.5,0,1912,0
272750,252,4,1.5,1800,1,0,1966,0
520000,204,4,2,2000,2,0,1949,0
284950,168,3,1,990,1,0,1960,0
255000,478,2,1.5,1480,1,0,1949,0
231500,315,2,1,1200,1,0,1941,0
415000,343,1,2,3000,2.5,0,1979,0
330000,369,4,2.5,3504,2,0,2006,0
365000,147,3,1.5,1300,1,0,1963,0
425000,279,4,2,1330,1.5,0,1928,2004
4e+05,307,4,1.75,1850,1,0,1958,0
335000,264,4,2.5,2240,2,0,1989,0
342000,272,3,3,1260,2,0,2003,0
490000,337,8,5,2800,2,0,1997,0
331500,309,4,1.75,1820,1,0,1969,0
960000,453,3,2.5,1730,3,1,1996,0
720500,189,4,2.5,3350,2,0,1985,0
830000,231,3,2.5,3370,2,0,1912,2001
662990,142,3,1.75,1240,1.5,0,1926,0
220000,453,4,2,2340,1.5,0,1959,0
349950,372,5,2,1880,1,0,1952,2000
550000,371,3,2,1810,1,0,1922,0
396000,257,3,1.75,2340,1,0,1941,0
635000,380,4,1.5,2820,2,0,1911,0
293000,321,3,1,1020,1,0,1940,0
339000,191,3,2.25,2090,1,0,1979,0
285000,180,4,2.25,1830,2,0,1991,0
775000,190,6,2.75,2980,1.5,0,1916,0
224000,176,4,1.5,1600,1,0,1959,0
2250000,301,4,3.5,4440,2,0,1922,0
165050,181,3,1,1200,1,0,1959,0
275000,299,3,1.25,1230,1.5,0,1913,0
445000,253,5,3,2930,1,0,1951,0
510000,455,3,2.25,2370,1,0,1978,0
1230000,160,4,2.5,3040,2,0,2001,0
390000,301,3,1.5,1610,1,0,1970,0
460000,132,3,2.25,2350,1,0,1977,0
7e+05,450,3,1.75,2000,1,0,1958,0
874150,172,4,3.5,3530,2,0,1987,0
470000,211,3,2.25,2220,2,0,1987,0
374000,140,3,1.75,2000,1,0,1961,0
510000,197,2,1.75,1210,1.5,0,1950,0
467000,191,2,2.5,1140,3,0,2007,0
576000,166,4,2.5,2440,2,0,2002,0
196440,149,3,2,1560,1,0,1992,0
825000,364,4,2.5,3210,2,0,1993,0
281000,462,2,1,930,1,0,1981,0
326000,223,3,2.5,1782,3,0,2000,0
340000,464,3,1.75,1740,1,0,1980,0
440000,341,5,1.75,3690,1,0,1985,0
749000,141,4,2.5,2930,2,0,1998,0
340000,422,4,1,1230,1.5,0,1963,0
561000,125,3,2,2000,2,0,1916,1986
270000,303,3,2.25,1520,1,0,1988,0
6e+05,170,2,1,1040,1,0,1919,1980
219900,124,4,1.5,1120,1,0,1969,2014
617000,341,3,1.75,3020,2,0,1992,0
469000,246,3,2.25,1820,2,0,1978,0
229000,222,3,1,1370,1,0,1942,0
1265000,476,4,3,3130,2.5,0,1906,0
365000,216,3,1.5,1640,1,0,1958,0
429000,345,4,2.5,2650,2,0,2001,0
550000,341,4,2.5,2850,2,0,2003,0
453000,380,3,2.5,1820,1,0,1955,0
187500,167,3,1.5,1180,1,0,1977,0
520500,469,6,2.5,1880,1,0,1955,0
3e+05,399,3,1.75,1280,1,0,1977,0
799000,135,4,3.25,3120,2,0,2005,0
338000,398,3,2.5,2470,2,0,2003,0
8e+05,133,3,1,1700,1.5,0,1906,0
360000,236,2,2,1180,1,0,1945,0
442500,208,6,2.5,2800,1,0,1968,0
7e+05,450,4,1,1300,1,0,1920,0
830000,127,5,3,3040,1,0,1968,0
360400,321,3,2.5,1630,2,0,1987,0
345000,324,3,1,1340,1,0,1960,0
3e+05,251,3,1.75,1830,1,0,1966,0
350000,246,3,1,1240,1,0,1959,0
368000,280,4,2,2500,1,0,1972,0
264000,173,3,1.75,1760,1,0,1966,0
435000,435,3,2,2660,1,0,1990,0
2e+05,154,3,1.5,2060,1.5,0,1903,0
620000,133,5,2.5,2540,2,0,1929,0
1679000,323,5,4.25,4830,2,0,2014,0
337000,342,3,1.75,1400,1,0,1919,0
1928000,273,4,3.25,4280,2,0,1984,0
544500,147,4,2.5,2230,1,0,1974,0
252000,366,1,1,680,1,0,1910,1992
445000,155,4,2.5,2340,2,0,2008,0
379500,205,3,2.25,2070,2,0,1989,0
189950,434,4,2,1910,1,0,1919,0
469000,152,3,1,950,1.5,0,1948,0
6e+05,161,5,2.75,2910,1,0,1979,0
785000,310,3,2.5,2930,2,0,2000,0
372000,405,4,2.75,2610,2,0,1990,0
445000,420,5,3,3880,2,0,2004,0
508000,286,4,2.25,3320,2,0,1986,0
780000,441,5,1.5,1940,2,0,1905,0
541100,439,4,2.25,2510,2,0,1978,0
729000,369,4,2.5,2660,2,0,2003,0
397000,307,3,2,1710,1,0,1952,0
451555,134,2,1,1320,1,0,1912,1971
3e+05,180,2,1,960,1,0,1947,0
416000,461,3,2.5,1790,1,0,1969,0
490000,293,2,1,950,1,0,1925,0
480000,393,6,3.75,2940,2,0,1942,2003
368000,398,2,2,930,1,0,2002,0
1038000,260,3,2.5,4570,2,0,1991,0
545000,384,3,2.5,2370,1,0,1952,0
850000,446,5,2.75,3430,2,0,1998,0
550000,337,4,3.5,3540,2,0,2003,0
6e+05,412,3,2.25,2240,2,0,1984,0
535000,238,4,2.5,2710,1,0,1968,0
599950,139,3,2.5,2660,2,0,2014,0
531000,198,5,2.75,2540,1,0,1955,0
530000,155,4,2.25,2210,2,0,1968,0
597326,175,4,4,3570,2,0,2015,0
805000,483,4,2.5,3450,2,0,1997,0
390000,299,4,1.75,2330,1,0,1968,0
487250,138,4,2,1690,1.5,0,1901,0
301000,251,3,1.5,1030,1,0,1967,0
1175000,400,5,2.75,2560,1.5,0,1923,0
299000,268,4,2.5,1950,2,0,2002,0
2350000,245,4,2.25,4370,2.5,0,1907,1994
4e+05,286,4,2.5,2350,2.5,0,1999,0
467500,334,4,2.5,3160,1,0,1969,0
305000,415,4,2.5,2430,2,0,1990,0
210000,124,3,1,1340,1,0,1953,0
3e+05,482,3,1,1010,1,0,1979,0
327500,250,3,2.25,1770,1,0,1981,0
269000,216,3,2,1210,1,0,2003,0
975000,454,4,3.25,3330,1,0,1969,0
355000,343,3,1,1240,1,0,1940,0
712000,127,3,1,1250,1.5,0,1900,0
883000,164,4,2.5,2960,2,0,1985,0
190000,226,2,1,840,1,0,1994,0
443000,460,3,1.75,1530,1,0,1967,0
920000,128,4,3,3750,2,0,1976,0
285000,355,4,2.25,2150,1,0,1978,0
901000,477,4,3.25,1560,1,0,1916,0
552500,428,3,1.75,2040,1,0,1958,0
256000,426,2,1,860,1,0,1915,1945
341000,131,3,1.5,1720,1.5,0,1952,0
279000,449,4,2.25,2090,2,0,1975,0
686000,206,4,2.25,2130,2,0,1977,0
225000,142,2,1,1300,1.5,0,1975,0
215500,177,2,1.75,1220,1,0,1972,0
950000,468,4,3,2420,1.5,0,1919,0
503000,308,4,2.5,2940,2,0,1996,0
780000,386,3,2.5,2610,2,0,1997,0
212000,418,4,2,1880,1,0,1946,0
580000,209,4,2.75,2330,1.5,0,1983,0
465000,314,4,2.5,2200,2,0,1994,0
206000,322,4,2,1720,1,0,1959,0
615000,418,3,2.5,2250,2,0,1987,0
519000,199,4,1,1640,1.5,0,1907,0
1135000,477,4,3.25,4130,2,0,2001,0
330000,219,5,2.5,2600,2,0,2005,0
240000,490,4,1.5,1920,1,0,1955,0
574000,310,3,2,2060,1,0,1988,0
930000,306,4,4.25,5710,2,0,2007,0
850000,194,4,3,2720,2,0,1975,2007
415000,345,3,1.5,1490,1,0,1974,0
480000,321,3,2.5,2360,1,0,1929,0
3e+05,201,5,1,1940,1,0,1957,0
439000,188,4,2.25,2570,2,0,1980,0
450000,450,3,1,1160,1,0,1938,0
589000,480,3,2.5,2660,1,0,1989,0
477000,461,3,2.25,1260,2,0,2003,0
587500,266,4,2.25,1780,1,0,1951,0
1315000,266,4,2.25,3180,2,0,1905,0
1430000,253,4,2.5,3380,2,0,1966,0
7e+05,467,4,2.25,2690,2,0,1978,0
275000,173,2,1,1180,1,0,1949,0
367500,174,3,1,1660,1,0,1978,0
453250,489,4,2.5,2260,2,0,2001,0
607000,471,5,1.75,1910,1,0,1954,0
255000,182,4,2,2430,1,0,1960,0
501000,485,2,2,1300,1,0,1926,0
450000,454,3,1,1060,1,0,1950,0
360000,231,3,2.25,2200,2,0,1981,0
460000,317,4,1.75,1720,1.5,0,1929,0
753000,426,3,1.75,2360,1,0,1950,0
389950,490,2,1,820,1,0,1951,0
469000,125,2,1,1030,1,0,1924,0
550000,254,4,1.75,2030,2,0,1939,0
565000,246,5,3.5,2700,1.5,0,1948,0
189650,140,2,1.75,1100,1,0,1980,0
1525000,169,4,3.25,3620,2,0,1927,0
260000,231,3,1.75,1340,1,0,1980,0
243000,151,3,1.75,1790,1,0,1960,0
1100000,334,4,2.5,3830,1,0,1969,0
249000,231,3,1.5,1580,1,0,1976,0
720000,135,2,1,2020,1,0,1947,0
905000,448,4,2.5,3330,2,0,1995,0
824500,477,4,2.5,2610,1.5,0,1927,0
762500,174,4,2.75,2610,1,0,1978,0
580000,467,3,2.5,1740,3,0,2008,0
380000,229,3,2,1840,1,0,1990,0
805000,455,3,1.75,1080,1,0,1926,0
520000,196,4,1.75,1240,1.5,0,1944,0
1569500,398,5,4.5,5620,3,0,1999,0
175000,133,2,1,1170,1,0,1911,0
353500,166,4,2.25,1760,2,0,1987,0
5e+05,366,4,2.5,2230,1,0,1962,0
386500,406,3,1.75,1520,1,0,1972,0
210000,196,2,1,1450,1,0,1950,0
439500,477,3,2.5,1600,1,0,1983,0
315000,224,5,2.5,3220,2,0,2002,0
339000,138,4,2.5,1830,2,0,2003,0
655000,266,4,2.25,2200,1,0,1971,0
740000,239,2,2.5,2170,1,0,2008,0
685000,429,5,2.5,1900,2,0,1966,0
550000,433,5,2.5,2960,1,0,1960,0
405000,152,2,1.75,1710,2,0,1920,1979
765000,470,4,2.25,2620,1,0,1984,0
625000,427,3,2,2140,2,0,1911,1997
207000,278,4,2.5,2100,1.5,0,1914,0
370000,435,4,2.5,2100,1.5,0,1914,0
475000,335,3,2.5,1460,1,0,1988,0
365000,240,2,1,990,1,0,1955,0
411800,355,4,2.25,2190,1,0,1969,0
668000,201,5,3.5,3990,2,0,2002,0
618000,253,3,2.5,2340,2,0,1998,0
247500,359,4,2,2460,1,0,1948,0
345000,210,5,3,2080,1,0,1950,0
616300,434,3,2,1700,2,0,1927,0
348000,380,3,1.5,1330,1,0,1952,0
425000,335,3,2.5,1630,1,0,1994,0
850000,164,5,2.75,2920,1,0,1968,0
820000,197,5,2.75,2830,2,0,2010,0
832000,377,4,2.25,3190,2,0,1980,0
835000,336,3,1.75,1490,2,0,1984,2014
350000,464,3,2.5,1630,2,0,1999,0
349000,202,4,2.5,2280,2,0,2003,0
1125000,163,6,3.75,3010,2,0,2014,0
320000,432,3,2.5,1590,2,0,2004,0
150000,428,3,1,1250,1,0,1968,0
340000,328,3,1,1710,1,0,1949,0
785500,285,4,4,3280,2,0,2007,0
410500,412,4,2.5,3362,2,0,2004,0
580000,181,3,2.5,2200,2,0,1978,0
345000,475,2,1.5,830,2,0,2005,0
550000,271,3,2.25,2160,1.5,0,1933,0
449500,293,4,3,2580,2,0,1998,0
3e+05,174,3,1,2150,1,0,1954,0
915000,314,4,2.5,3510,2,0,1988,0
1575000,391,4,3.75,3810,2,0,1989,0
599000,147,4,2.75,2020,1,0,1917,2014
755000,124,4,2.5,2120,1,0,1960,0
4e+05,456,3,1,1250,1,0,1944,2010
133000,453,3,1,980,1,0,1968,0
330000,380,4,1.5,1250,1,0,1951,0
330000,413,4,1,1100,1.5,0,1904,0
375000,247,3,1.75,1330,1,0,1936,0
485000,344,4,2.75,2560,1,0,1968,0
470000,202,4,2.5,1850,1.5,0,1981,0
1045000,354,4,3,2790,2,0,1905,2013
548800,187,4,1,1660,1.5,0,1930,0
315000,188,2,1,1080,1,0,1919,0
590000,261,3,2,3030,1,0,1959,0
439950,142,4,2.5,2380,2,0,2002,0
325000,153,3,1.75,2250,1,0,1980,0
4e+05,341,2,1,880,1,0,1931,0
685000,344,4,2.5,2770,2,0,1987,0
339950,260,3,2,1340,1.5,0,1953,0
315000,295,3,1.75,1660,1,0,1951,0
411753,406,3,2.5,1710,2,0,2009,0
577000,239,2,1.75,1620,1,0,1924,2011
5e+05,289,3,1.75,1530,1,0,1972,0
210000,335,3,2,1440,1,0,1963,0
640000,238,4,1.75,2020,1,0,1969,0
460000,471,4,1.75,1870,1,0,1949,0
265000,413,2,1,620,1,0,1941,0
740000,133,5,5,5774,1,0,1984,0
230000,198,3,1,1240,1,0,1948,0
315000,412,3,1.75,1890,1,0,1978,0
432000,356,3,1.75,2410,1,0,1981,0
467000,398,3,2.5,1530,2,0,1995,0
255000,267,5,3.75,2800,1,0,1964,0
316500,462,3,1.75,1460,1,0,1979,0
190000,457,4,2,1580,1,0,1977,0
490000,135,3,2,1450,1.5,0,1900,2003
378000,471,4,1.75,1990,1,0,1976,0
598800,406,6,4,4470,3,0,2013,0
333800,244,5,3,1980,1,0,1990,0
690000,148,4,2.5,2920,2,0,1990,0
320000,293,4,1.75,1660,1,0,1948,0
1249000,468,4,3.5,3190,1.5,0,1912,0
335000,201,3,1.5,1560,1,0,1961,0
840000,222,3,2.5,3050,1,0,2004,0
608250,194,4,2.75,3030,2,0,1986,0
550000,159,3,2.5,2260,2,0,2005,0
240000,476,3,1,1260,1,0,1966,0
998000,468,3,2.25,3370,2,0,1980,0
275000,240,3,1.75,1490,1,0,1978,0
284200,478,3,2.5,1570,1,0,1977,0
1715000,204,4,3.75,4490,2,0,1941,0
2400000,322,4,3.75,4090,2,0,1926,0
930800,247,5,2.5,4150,2,0,1988,0
930000,209,4,3,2900,1,0,1959,0
215000,239,4,1.5,1430,1,0,1979,0
480000,474,2,1.5,1008,1,1,1943,2002
483945,139,2,1.75,1480,1,0,1951,0
347000,159,3,1.75,1240,1,0,1978,0
232500,453,3,2,1370,1,0,1979,0
390000,139,4,2.25,1770,1,0,1965,0
550000,260,3,2.25,2160,1,0,1965,2000
590000,223,4,2.5,2340,2,0,1987,0
420850,140,1,1,960,1,0,1945,0
345000,400,4,2.5,2280,1,0,1983,0
429800,422,3,2,1970,1,0,1986,0
302000,176,4,1.75,1530,1.5,0,1968,0
8e+05,307,4,1.5,1790,1.5,0,1932,0
250000,348,3,2.5,1700,2,0,1997,0
605000,209,3,2,2660,1,0,1922,0
412000,148,3,1.75,1950,1,0,1985,0
252000,315,3,2,1340,2,0,1994,0
375000,261,3,1,1130,1.5,0,1954,0
725000,190,2,1.75,1950,1,0,1919,0
471750,285,5,3.5,3790,1,0,2001,0
490000,341,4,2.25,2020,2,0,1995,0
439000,273,2,1,800,1,0,1945,0
355000,233,4,2,1770,1,0,1949,0
250000,489,1,0.75,940,1,0,1944,0
780000,449,4,2.25,2260,1,0,1984,0
409000,308,2,1,890,1,0,1918,0
420000,160,2,1,860,1,0,1916,0
2e+05,316,1,0.75,680,1,0,1947,0
830000,369,2,1.5,2130,1,0,1963,0
695000,148,3,2.5,2390,2,0,2006,0
815000,140,4,2.75,3488,2,0,1998,0
210000,316,3,1.75,1260,1,0,1983,0
635000,257,3,1.75,2940,1,0,1957,0
562500,201,4,2.5,2440,2,0,1991,0
402500,128,4,2.5,2600,2,0,1988,0
555000,352,3,2,2080,1,0,1951,0
310000,251,3,1,1990,1,0,1972,0
5e+05,247,4,2.5,2840,2,0,1994,0
430000,203,6,3,2630,1,0,1959,0
